"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,
,,,,,
participant,survey,order,item,condition,judgment
22,1.2,48,34.4.haegeman.2a.*.02,34.4.haegeman.2a.*,0
22,1.2,48,good.34.4.haegeman.2a.*.02,good.34.4.haegeman.2a.*,1
22,1.2,49,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,0
22,1.2,49,good.40.1.caponigro.23a.*.02,good.40.1.caponigro.23a.*,1
22,1.2,50,34.1.basilico.62.*.02,34.1.basilico.62.*,0
22,1.2,50,good.34.1.basilico.62.*.02,good.34.1.basilico.62.*,1
23,1.2,1,35.1.mcginnis.32b.*.02,35.1.mcginnis.32b.*,0
23,1.2,1,good.35.1.mcginnis.32b.*.02,good.35.1.mcginnis.32b.*,1
23,1.2,2,35.3.richards.17b.*.02,35.3.richards.17b.*,1
23,1.2,2,good.35.3.richards.17b.*.02,good.35.3.richards.17b.*,0
23,1.2,3,32.2.stroik.17a.*.02,32.2.stroik.17a.*,0
23,1.2,3,good.32.2.stroik.17a.*.02,good.32.2.stroik.17a.*,1
23,1.2,4,33.2.bowers.69b.*.02,33.2.bowers.69b.*,0
23,1.2,4,good.33.2.bowers.69b.*.02,good.33.2.bowers.69b.*,1
23,1.2,5,32.2.nunes.3b.*.02,32.2.nunes.3b.*,0
23,1.2,5,good.32.2.nunes.3b.*.02,good.32.2.nunes.3b.*,1
23,1.2,6,34.4.boskovic.3e.*.02,34.4.boskovic.3e.*,0
23,1.2,6,good.34.4.boskovic.3e.*.02,good.34.4.boskovic.3e.*,1
23,1.2,7,41.4.Haegeman.4a.*.02,41.4.Haegeman.4a.*,0
23,1.2,7,good.41.4.Haegeman.4a.*.02,good.41.4.Haegeman.4a.*,1
23,1.2,8,35.1.mcginnis.63b.*.02,35.1.mcginnis.63b.*,0
23,1.2,8,good.35.1.mcginnis.63b.*.02,good.35.1.mcginnis.63b.*,1
23,1.2,9,34.3.takano.9e.*.02,34.3.takano.9e.*,0
23,1.2,9,good.34.3.takano.9e.*.02,good.34.3.takano.9e.*,1
23,1.2,10,32.1.martin.2c.*.02,32.1.martin.2c.*,0
23,1.2,10,good.32.1.martin.2c.*.02,good.32.1.martin.2c.*,1
23,1.2,11,34.1.basilico.96a.??.02,34.1.basilico.96a.??,0
23,1.2,11,good.34.1.basilico.96a.??.02,good.34.1.basilico.96a.??,1
23,1.2,12,34.1.phillips.3e.*.02,34.1.phillips.3e.*,0
23,1.2,12,good.34.1.phillips.3e.*.02,good.34.1.phillips.3e.*,1
23,1.2,13,41.3.Vicente.4a3.*.02,41.3.Vicente.4a3.*,0
23,1.2,13,good.41.3.Vicente.4a3.*.02,good.41.3.Vicente.4a3.*,1
23,1.2,14,41.3.Vicente.5a.*.02,41.3.Vicente.5a.*,0
23,1.2,14,good.41.3.Vicente.5a.*.02,good.41.3.Vicente.5a.*,1
23,1.2,15,34.2.caponigro.13b.*.02,34.2.caponigro.13b.*,0
23,1.2,15,good.34.2.caponigro.13b.*.02,good.34.2.caponigro.13b.*,1
23,1.2,16,33.1.fox.65b.*.02,33.1.fox.65b.*,0
23,1.2,16,good.33.1.fox.65b.*.02,good.33.1.fox.65b.*,1
23,1.2,17,40.1.stepanov.4b.*.02,40.1.stepanov.4b.*,0
23,1.2,17,good.40.1.stepanov.4b.*.02,good.40.1.stepanov.4b.*,1
23,1.2,18,35.3.hazout.67c.*.02,35.3.hazout.67c.*,0
23,1.2,18,good.35.3.hazout.67c.*.02,good.35.3.hazout.67c.*,1
23,1.2,19,33.4.neeleman.100.*.02,33.4.neeleman.100.*,0
23,1.2,19,good.33.4.neeleman.100.*.02,good.33.4.neeleman.100.*,1
23,1.2,20,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,0
23,1.2,20,good.33.4.neeleman.18d.*.02,good.33.4.neeleman.18d.*,1
23,1.2,21,37.3.becker.5b.*.02,37.3.becker.5b.*,1
23,1.2,21,good.37.3.becker.5b.*.02,good.37.3.becker.5b.*,0
23,1.2,22,41.2.Bruening.33a.*.02,41.2.Bruening.33a.*,0
23,1.2,22,good.41.2.Bruening.33a.*.02,good.41.2.Bruening.33a.*,1
23,1.2,23,38.4.kallulli.10b.*.02,38.4.kallulli.10b.*,0
23,1.2,23,good.38.4.kallulli.10b.*.02,good.38.4.kallulli.10b.*,1
23,1.2,24,32.1.martin.93b.*.02,32.1.martin.93b.*,0
23,1.2,24,good.32.1.martin.93b.*.02,good.32.1.martin.93b.*,1
23,1.2,25,34.3.heycock.16.*.02,34.3.heycock.16.*,0
23,1.2,25,good.34.3.heycock.16.*.02,good.34.3.heycock.16.*,1
23,1.2,26,32.3.Culicover.28c.*.02,32.3.Culicover.28c.*,0
23,1.2,26,good.32.3.Culicover.28c.*.02,good.32.3.Culicover.28c.*,1
23,1.2,27,32.3.fanselow.59b.*.02,32.3.fanselow.59b.*,0
23,1.2,27,good.32.3.fanselow.59b.*.02,good.32.3.fanselow.59b.*,1
23,1.2,28,34.1.basilico.44b.*.02,34.1.basilico.44b.*,0
23,1.2,28,good.34.1.basilico.44b.*.02,good.34.1.basilico.44b.*,1
23,1.2,29,33.1.den Dikken.58a.*.02,33.1.den Dikken.58a.*,0
23,1.2,29,good.33.1.den Dikken.58a.*.02,good.33.1.den Dikken.58a.*,1
23,1.2,30,37.1.boeckx.5.*.02,37.1.boeckx.5.*,0
23,1.2,30,good.37.1.boeckx.5.*.02,good.37.1.boeckx.5.*,1
23,1.2,31,33.2.bowers.13a.*.02,33.2.bowers.13a.*,0
23,1.2,31,good.33.2.bowers.13a.*.02,good.33.2.bowers.13a.*,1
23,1.2,32,41.1.Muller.14c.*.02,41.1.Muller.14c.*,1
23,1.2,32,good.41.1.Muller.14c.*.02,good.41.1.Muller.14c.*,0
23,1.2,33,41.4.Haegeman.18a.*.02,41.4.Haegeman.18a.*,0
23,1.2,33,good.41.4.Haegeman.18a.*.02,good.41.4.Haegeman.18a.*,1
23,1.2,34,32.1.martin.69b.*.02,32.1.martin.69b.*,0
23,1.2,34,good.32.1.martin.69b.*.02,good.32.1.martin.69b.*,1
23,1.2,35,32.3.Culicover.49a.*.02,32.3.Culicover.49a.*,0
23,1.2,35,good.32.3.Culicover.49a.*.02,good.32.3.Culicover.49a.*,1
23,1.2,36,37.2.Sigurdsson.3d.*.02,37.2.Sigurdsson.3d.*,0
23,1.2,36,good.37.2.Sigurdsson.3d.*.02,good.37.2.Sigurdsson.3d.*,1
23,1.2,37,35.2.larson.44c.??.02,35.2.larson.44c.??,0
23,1.2,37,good.35.2.larson.44c.??.02,good.35.2.larson.44c.??,1
23,1.2,38,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,0
23,1.2,38,good.35.1.bhatt.94a.*.02,good.35.1.bhatt.94a.*,1
23,1.2,39,34.1.fox.26.*.02,34.1.fox.26.*,0
23,1.2,39,good.34.1.fox.26.*.02,good.34.1.fox.26.*,1
23,1.2,40,32.4.lopez.10a.*.02,32.4.lopez.10a.*,1
23,1.2,40,good.32.4.lopez.10a.*.02,good.32.4.lopez.10a.*,0
23,1.2,41,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,0
23,1.2,41,good.41.3.Vicente.4a6.*.02,good.41.3.Vicente.4a6.*,1
23,1.2,42,32.2.stroik.4b.*.02,32.2.stroik.4b.*,0
23,1.2,42,good.32.2.stroik.4b.*.02,good.32.2.stroik.4b.*,1
23,1.2,43,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,1
23,1.2,43,good.41.3.Rezac.3b2.*.02,good.41.3.Rezac.3b2.*,0
23,1.2,44,34.1.phillips.96a.*.02,34.1.phillips.96a.*,0
23,1.2,44,good.34.1.phillips.96a.*.02,good.34.1.phillips.96a.*,1
23,1.2,45,38.3.hirose.4a.*.02,38.3.hirose.4a.*,1
23,1.2,45,good.38.3.hirose.4a.*.02,good.38.3.hirose.4a.*,0
23,1.2,46,32.3.fanselow.58b.*.02,32.3.fanselow.58b.*,0
23,1.2,46,good.32.3.fanselow.58b.*.02,good.32.3.fanselow.58b.*,1
23,1.2,47,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,1
23,1.2,47,good.34.4.boskovic.3a.*.02,good.34.4.boskovic.3a.*,0
23,1.2,48,34.4.haegeman.2a.*.02,34.4.haegeman.2a.*,0
23,1.2,48,good.34.4.haegeman.2a.*.02,good.34.4.haegeman.2a.*,1
23,1.2,49,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,0
23,1.2,49,good.40.1.caponigro.23a.*.02,good.40.1.caponigro.23a.*,1
23,1.2,50,34.1.basilico.62.*.02,34.1.basilico.62.*,1
23,1.2,50,good.34.1.basilico.62.*.02,good.34.1.basilico.62.*,0
24,1.2,1,35.1.mcginnis.32b.*.02,35.1.mcginnis.32b.*,0
24,1.2,1,good.35.1.mcginnis.32b.*.02,good.35.1.mcginnis.32b.*,1
24,1.2,2,35.3.richards.17b.*.02,35.3.richards.17b.*,1
24,1.2,2,good.35.3.richards.17b.*.02,good.35.3.richards.17b.*,0
24,1.2,3,32.2.stroik.17a.*.02,32.2.stroik.17a.*,0
24,1.2,3,good.32.2.stroik.17a.*.02,good.32.2.stroik.17a.*,1
24,1.2,4,33.2.bowers.69b.*.02,33.2.bowers.69b.*,0
24,1.2,4,good.33.2.bowers.69b.*.02,good.33.2.bowers.69b.*,1
24,1.2,5,32.2.nunes.3b.*.02,32.2.nunes.3b.*,0
24,1.2,5,good.32.2.nunes.3b.*.02,good.32.2.nunes.3b.*,1
24,1.2,6,34.4.boskovic.3e.*.02,34.4.boskovic.3e.*,0
24,1.2,6,good.34.4.boskovic.3e.*.02,good.34.4.boskovic.3e.*,1
24,1.2,7,41.4.Haegeman.4a.*.02,41.4.Haegeman.4a.*,1
24,1.2,7,good.41.4.Haegeman.4a.*.02,good.41.4.Haegeman.4a.*,0
24,1.2,8,35.1.mcginnis.63b.*.02,35.1.mcginnis.63b.*,0
24,1.2,8,good.35.1.mcginnis.63b.*.02,good.35.1.mcginnis.63b.*,1
24,1.2,9,34.3.takano.9e.*.02,34.3.takano.9e.*,0
24,1.2,9,good.34.3.takano.9e.*.02,good.34.3.takano.9e.*,1
24,1.2,10,32.1.martin.2c.*.02,32.1.martin.2c.*,0
24,1.2,10,good.32.1.martin.2c.*.02,good.32.1.martin.2c.*,1
24,1.2,11,34.1.basilico.96a.??.02,34.1.basilico.96a.??,0
24,1.2,11,good.34.1.basilico.96a.??.02,good.34.1.basilico.96a.??,1
24,1.2,12,34.1.phillips.3e.*.02,34.1.phillips.3e.*,0
24,1.2,12,good.34.1.phillips.3e.*.02,good.34.1.phillips.3e.*,1
24,1.2,13,41.3.Vicente.4a3.*.02,41.3.Vicente.4a3.*,0
24,1.2,13,good.41.3.Vicente.4a3.*.02,good.41.3.Vicente.4a3.*,1
24,1.2,14,41.3.Vicente.5a.*.02,41.3.Vicente.5a.*,0
24,1.2,14,good.41.3.Vicente.5a.*.02,good.41.3.Vicente.5a.*,1
24,1.2,15,34.2.caponigro.13b.*.02,34.2.caponigro.13b.*,0
24,1.2,15,good.34.2.caponigro.13b.*.02,good.34.2.caponigro.13b.*,1
24,1.2,16,33.1.fox.65b.*.02,33.1.fox.65b.*,0
24,1.2,16,good.33.1.fox.65b.*.02,good.33.1.fox.65b.*,1
24,1.2,17,40.1.stepanov.4b.*.02,40.1.stepanov.4b.*,1
24,1.2,17,good.40.1.stepanov.4b.*.02,good.40.1.stepanov.4b.*,0
24,1.2,18,35.3.hazout.67c.*.02,35.3.hazout.67c.*,0
24,1.2,18,good.35.3.hazout.67c.*.02,good.35.3.hazout.67c.*,1
24,1.2,19,33.4.neeleman.100.*.02,33.4.neeleman.100.*,0
24,1.2,19,good.33.4.neeleman.100.*.02,good.33.4.neeleman.100.*,1
24,1.2,20,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,0
24,1.2,20,good.33.4.neeleman.18d.*.02,good.33.4.neeleman.18d.*,1
24,1.2,21,37.3.becker.5b.*.02,37.3.becker.5b.*,0
24,1.2,21,good.37.3.becker.5b.*.02,good.37.3.becker.5b.*,1
24,1.2,22,41.2.Bruening.33a.*.02,41.2.Bruening.33a.*,0
24,1.2,22,good.41.2.Bruening.33a.*.02,good.41.2.Bruening.33a.*,1
24,1.2,23,38.4.kallulli.10b.*.02,38.4.kallulli.10b.*,0
24,1.2,23,good.38.4.kallulli.10b.*.02,good.38.4.kallulli.10b.*,1
24,1.2,24,32.1.martin.93b.*.02,32.1.martin.93b.*,0
24,1.2,24,good.32.1.martin.93b.*.02,good.32.1.martin.93b.*,1
24,1.2,25,34.3.heycock.16.*.02,34.3.heycock.16.*,0
24,1.2,25,good.34.3.heycock.16.*.02,good.34.3.heycock.16.*,1
24,1.2,26,32.3.Culicover.28c.*.02,32.3.Culicover.28c.*,0
24,1.2,26,good.32.3.Culicover.28c.*.02,good.32.3.Culicover.28c.*,1
24,1.2,27,32.3.fanselow.59b.*.02,32.3.fanselow.59b.*,0
24,1.2,27,good.32.3.fanselow.59b.*.02,good.32.3.fanselow.59b.*,1
24,1.2,28,34.1.basilico.44b.*.02,34.1.basilico.44b.*,0
24,1.2,28,good.34.1.basilico.44b.*.02,good.34.1.basilico.44b.*,1
24,1.2,29,33.1.den Dikken.58a.*.02,33.1.den Dikken.58a.*,0
24,1.2,29,good.33.1.den Dikken.58a.*.02,good.33.1.den Dikken.58a.*,1
24,1.2,30,37.1.boeckx.5.*.02,37.1.boeckx.5.*,0
24,1.2,30,good.37.1.boeckx.5.*.02,good.37.1.boeckx.5.*,1
24,1.2,31,33.2.bowers.13a.*.02,33.2.bowers.13a.*,0
24,1.2,31,good.33.2.bowers.13a.*.02,good.33.2.bowers.13a.*,1
24,1.2,32,41.1.Muller.14c.*.02,41.1.Muller.14c.*,0
24,1.2,32,good.41.1.Muller.14c.*.02,good.41.1.Muller.14c.*,1
24,1.2,33,41.4.Haegeman.18a.*.02,41.4.Haegeman.18a.*,0
24,1.2,33,good.41.4.Haegeman.18a.*.02,good.41.4.Haegeman.18a.*,1
24,1.2,34,32.1.martin.69b.*.02,32.1.martin.69b.*,0
24,1.2,34,good.32.1.martin.69b.*.02,good.32.1.martin.69b.*,1
24,1.2,35,32.3.Culicover.49a.*.02,32.3.Culicover.49a.*,0
24,1.2,35,good.32.3.Culicover.49a.*.02,good.32.3.Culicover.49a.*,1
24,1.2,36,37.2.Sigurdsson.3d.*.02,37.2.Sigurdsson.3d.*,0
24,1.2,36,good.37.2.Sigurdsson.3d.*.02,good.37.2.Sigurdsson.3d.*,1
24,1.2,37,35.2.larson.44c.??.02,35.2.larson.44c.??,0
24,1.2,37,good.35.2.larson.44c.??.02,good.35.2.larson.44c.??,1
24,1.2,38,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,1
24,1.2,38,good.35.1.bhatt.94a.*.02,good.35.1.bhatt.94a.*,0
24,1.2,39,34.1.fox.26.*.02,34.1.fox.26.*,0
24,1.2,39,good.34.1.fox.26.*.02,good.34.1.fox.26.*,1
24,1.2,40,32.4.lopez.10a.*.02,32.4.lopez.10a.*,1
24,1.2,40,good.32.4.lopez.10a.*.02,good.32.4.lopez.10a.*,0
24,1.2,41,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,0
24,1.2,41,good.41.3.Vicente.4a6.*.02,good.41.3.Vicente.4a6.*,1
24,1.2,42,32.2.stroik.4b.*.02,32.2.stroik.4b.*,0
24,1.2,42,good.32.2.stroik.4b.*.02,good.32.2.stroik.4b.*,1
24,1.2,43,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,0
24,1.2,43,good.41.3.Rezac.3b2.*.02,good.41.3.Rezac.3b2.*,1
24,1.2,44,34.1.phillips.96a.*.02,34.1.phillips.96a.*,0
24,1.2,44,good.34.1.phillips.96a.*.02,good.34.1.phillips.96a.*,1
24,1.2,45,38.3.hirose.4a.*.02,38.3.hirose.4a.*,0
24,1.2,45,good.38.3.hirose.4a.*.02,good.38.3.hirose.4a.*,1
24,1.2,46,32.3.fanselow.58b.*.02,32.3.fanselow.58b.*,1
24,1.2,46,good.32.3.fanselow.58b.*.02,good.32.3.fanselow.58b.*,0
24,1.2,47,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,0
24,1.2,47,good.34.4.boskovic.3a.*.02,good.34.4.boskovic.3a.*,1
24,1.2,48,34.4.haegeman.2a.*.02,34.4.haegeman.2a.*,0
24,1.2,48,good.34.4.haegeman.2a.*.02,good.34.4.haegeman.2a.*,1
24,1.2,49,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,0
24,1.2,49,good.40.1.caponigro.23a.*.02,good.40.1.caponigro.23a.*,1
24,1.2,50,34.1.basilico.62.*.02,34.1.basilico.62.*,0
24,1.2,50,good.34.1.basilico.62.*.02,good.34.1.basilico.62.*,1
25,1.2,1,35.1.mcginnis.32b.*.02,35.1.mcginnis.32b.*,0
25,1.2,1,good.35.1.mcginnis.32b.*.02,good.35.1.mcginnis.32b.*,1
25,1.2,2,35.3.richards.17b.*.02,35.3.richards.17b.*,1
25,1.2,2,good.35.3.richards.17b.*.02,good.35.3.richards.17b.*,0
25,1.2,3,32.2.stroik.17a.*.02,32.2.stroik.17a.*,0
25,1.2,3,good.32.2.stroik.17a.*.02,good.32.2.stroik.17a.*,1
25,1.2,4,33.2.bowers.69b.*.02,33.2.bowers.69b.*,0
25,1.2,4,good.33.2.bowers.69b.*.02,good.33.2.bowers.69b.*,1
25,1.2,5,32.2.nunes.3b.*.02,32.2.nunes.3b.*,0
25,1.2,5,good.32.2.nunes.3b.*.02,good.32.2.nunes.3b.*,1
25,1.2,6,34.4.boskovic.3e.*.02,34.4.boskovic.3e.*,1
25,1.2,6,good.34.4.boskovic.3e.*.02,good.34.4.boskovic.3e.*,0
25,1.2,7,41.4.Haegeman.4a.*.02,41.4.Haegeman.4a.*,1
25,1.2,7,good.41.4.Haegeman.4a.*.02,good.41.4.Haegeman.4a.*,0
25,1.2,8,35.1.mcginnis.63b.*.02,35.1.mcginnis.63b.*,0
25,1.2,8,good.35.1.mcginnis.63b.*.02,good.35.1.mcginnis.63b.*,1
25,1.2,9,34.3.takano.9e.*.02,34.3.takano.9e.*,0
25,1.2,9,good.34.3.takano.9e.*.02,good.34.3.takano.9e.*,1
25,1.2,10,32.1.martin.2c.*.02,32.1.martin.2c.*,0
25,1.2,10,good.32.1.martin.2c.*.02,good.32.1.martin.2c.*,1
25,1.2,11,34.1.basilico.96a.??.02,34.1.basilico.96a.??,0
25,1.2,11,good.34.1.basilico.96a.??.02,good.34.1.basilico.96a.??,1
25,1.2,12,34.1.phillips.3e.*.02,34.1.phillips.3e.*,0
25,1.2,12,good.34.1.phillips.3e.*.02,good.34.1.phillips.3e.*,1
25,1.2,13,41.3.Vicente.4a3.*.02,41.3.Vicente.4a3.*,0
25,1.2,13,good.41.3.Vicente.4a3.*.02,good.41.3.Vicente.4a3.*,1
25,1.2,14,41.3.Vicente.5a.*.02,41.3.Vicente.5a.*,0
25,1.2,14,good.41.3.Vicente.5a.*.02,good.41.3.Vicente.5a.*,1
25,1.2,15,34.2.caponigro.13b.*.02,34.2.caponigro.13b.*,0
25,1.2,15,good.34.2.caponigro.13b.*.02,good.34.2.caponigro.13b.*,1
25,1.2,16,33.1.fox.65b.*.02,33.1.fox.65b.*,0
25,1.2,16,good.33.1.fox.65b.*.02,good.33.1.fox.65b.*,1
25,1.2,17,40.1.stepanov.4b.*.02,40.1.stepanov.4b.*,0
25,1.2,17,good.40.1.stepanov.4b.*.02,good.40.1.stepanov.4b.*,1
25,1.2,18,35.3.hazout.67c.*.02,35.3.hazout.67c.*,1
25,1.2,18,good.35.3.hazout.67c.*.02,good.35.3.hazout.67c.*,0
25,1.2,19,33.4.neeleman.100.*.02,33.4.neeleman.100.*,0
25,1.2,19,good.33.4.neeleman.100.*.02,good.33.4.neeleman.100.*,1
25,1.2,20,33.4.neeleman.18d.*.02,33.4.neeleman.18d.*,0
25,1.2,20,good.33.4.neeleman.18d.*.02,good.33.4.neeleman.18d.*,1
25,1.2,21,37.3.becker.5b.*.02,37.3.becker.5b.*,0
25,1.2,21,good.37.3.becker.5b.*.02,good.37.3.becker.5b.*,1
25,1.2,22,41.2.Bruening.33a.*.02,41.2.Bruening.33a.*,0
25,1.2,22,good.41.2.Bruening.33a.*.02,good.41.2.Bruening.33a.*,1
25,1.2,23,38.4.kallulli.10b.*.02,38.4.kallulli.10b.*,0
25,1.2,23,good.38.4.kallulli.10b.*.02,good.38.4.kallulli.10b.*,1
25,1.2,24,32.1.martin.93b.*.02,32.1.martin.93b.*,0
25,1.2,24,good.32.1.martin.93b.*.02,good.32.1.martin.93b.*,1
25,1.2,25,34.3.heycock.16.*.02,34.3.heycock.16.*,0
25,1.2,25,good.34.3.heycock.16.*.02,good.34.3.heycock.16.*,1
25,1.2,26,32.3.Culicover.28c.*.02,32.3.Culicover.28c.*,0
25,1.2,26,good.32.3.Culicover.28c.*.02,good.32.3.Culicover.28c.*,1
25,1.2,27,32.3.fanselow.59b.*.02,32.3.fanselow.59b.*,0
25,1.2,27,good.32.3.fanselow.59b.*.02,good.32.3.fanselow.59b.*,1
25,1.2,28,34.1.basilico.44b.*.02,34.1.basilico.44b.*,0
25,1.2,28,good.34.1.basilico.44b.*.02,good.34.1.basilico.44b.*,1
25,1.2,29,33.1.den Dikken.58a.*.02,33.1.den Dikken.58a.*,0
25,1.2,29,good.33.1.den Dikken.58a.*.02,good.33.1.den Dikken.58a.*,1
25,1.2,30,37.1.boeckx.5.*.02,37.1.boeckx.5.*,0
25,1.2,30,good.37.1.boeckx.5.*.02,good.37.1.boeckx.5.*,1
25,1.2,31,33.2.bowers.13a.*.02,33.2.bowers.13a.*,0
25,1.2,31,good.33.2.bowers.13a.*.02,good.33.2.bowers.13a.*,1
25,1.2,32,41.1.Muller.14c.*.02,41.1.Muller.14c.*,0
25,1.2,32,good.41.1.Muller.14c.*.02,good.41.1.Muller.14c.*,1
25,1.2,33,41.4.Haegeman.18a.*.02,41.4.Haegeman.18a.*,0
25,1.2,33,good.41.4.Haegeman.18a.*.02,good.41.4.Haegeman.18a.*,1
25,1.2,34,32.1.martin.69b.*.02,32.1.martin.69b.*,0
25,1.2,34,good.32.1.martin.69b.*.02,good.32.1.martin.69b.*,1
25,1.2,35,32.3.Culicover.49a.*.02,32.3.Culicover.49a.*,1
25,1.2,35,good.32.3.Culicover.49a.*.02,good.32.3.Culicover.49a.*,0
25,1.2,36,37.2.Sigurdsson.3d.*.02,37.2.Sigurdsson.3d.*,0
25,1.2,36,good.37.2.Sigurdsson.3d.*.02,good.37.2.Sigurdsson.3d.*,1
25,1.2,37,35.2.larson.44c.??.02,35.2.larson.44c.??,0
25,1.2,37,good.35.2.larson.44c.??.02,good.35.2.larson.44c.??,1
25,1.2,38,35.1.bhatt.94a.*.02,35.1.bhatt.94a.*,0
25,1.2,38,good.35.1.bhatt.94a.*.02,good.35.1.bhatt.94a.*,1
25,1.2,39,34.1.fox.26.*.02,34.1.fox.26.*,1
25,1.2,39,good.34.1.fox.26.*.02,good.34.1.fox.26.*,0
25,1.2,40,32.4.lopez.10a.*.02,32.4.lopez.10a.*,1
25,1.2,40,good.32.4.lopez.10a.*.02,good.32.4.lopez.10a.*,0
25,1.2,41,41.3.Vicente.4a6.*.02,41.3.Vicente.4a6.*,0
25,1.2,41,good.41.3.Vicente.4a6.*.02,good.41.3.Vicente.4a6.*,1
25,1.2,42,32.2.stroik.4b.*.02,32.2.stroik.4b.*,1
25,1.2,42,good.32.2.stroik.4b.*.02,good.32.2.stroik.4b.*,0
25,1.2,43,41.3.Rezac.3b2.*.02,41.3.Rezac.3b2.*,0
25,1.2,43,good.41.3.Rezac.3b2.*.02,good.41.3.Rezac.3b2.*,1
25,1.2,44,34.1.phillips.96a.*.02,34.1.phillips.96a.*,0
25,1.2,44,good.34.1.phillips.96a.*.02,good.34.1.phillips.96a.*,1
25,1.2,45,38.3.hirose.4a.*.02,38.3.hirose.4a.*,0
25,1.2,45,good.38.3.hirose.4a.*.02,good.38.3.hirose.4a.*,1
25,1.2,46,32.3.fanselow.58b.*.02,32.3.fanselow.58b.*,0
25,1.2,46,good.32.3.fanselow.58b.*.02,good.32.3.fanselow.58b.*,1
25,1.2,47,34.4.boskovic.3a.*.02,34.4.boskovic.3a.*,1
25,1.2,47,good.34.4.boskovic.3a.*.02,good.34.4.boskovic.3a.*,0
25,1.2,48,34.4.haegeman.2a.*.02,34.4.haegeman.2a.*,0
25,1.2,48,good.34.4.haegeman.2a.*.02,good.34.4.haegeman.2a.*,1
25,1.2,49,40.1.caponigro.23a.*.02,40.1.caponigro.23a.*,0
25,1.2,49,good.40.1.caponigro.23a.*.02,good.40.1.caponigro.23a.*,1
25,1.2,50,34.1.basilico.62.*.02,34.1.basilico.62.*,0
25,1.2,50,good.34.1.basilico.62.*.02,good.34.1.basilico.62.*,1
26,1.2,1,35.1.mcginnis.32b.*.02,35.1.mcginnis.32b.*,0
26,1.2,1,good.35.1.mcginnis.32b.*.02,good.35.1.mcginnis.32b.*,1
26,1.2,2,35.3.richards.17b.*.02,35.3.richards.17b.*,0
26,1.2,2,good.35.3.richards.17b.*.02,good.35.3.richards.17b.*,1
26,1.2,3,32.2.stroik.17a.*.02,32.2.stroik.17a.*,0
26,1.2,3,good.32.2.stroik.17a.*.02,good.32.2.stroik.17a.*,1
26,1.2,4,33.2.bowers.69b.*.02,33.2.bowers.69b.*,0
26,1.2,4,good.33.2.bowers.69b.*.02,good.33.2.bowers.69b.*,1
26,1.2,5,32.2.nunes.3b.*.02,32.2.nunes.3b.*,0
26,1.2,5,good.32.2.nunes.3b.*.02,good.32.2.nunes.3b.*,1
26,1.2,6,34.4.boskovic.3e.*.02,34.4.boskovic.3e.*,1
26,1.2,6,good.34.4.boskovic.3e.*.02,good.34.4.boskovic.3e.*,0
26,1.2,7,41.4.Haegeman.4a.*.02,41.4.Haegeman.4a.*,0
26,1.2,7,good.41.4.Haegeman.4a.*.02,good.41.4.Haegeman.4a.*,1
26,1.2,8,35.1.mcginnis.63b.*.02,35.1.mcginnis.63b.*,0
26,1.2,8,good.35.1.mcginnis.63b.*.02,good.35.1.mcginnis.63b.*,1
26,1.2,9,34.3.takano.9e.*.02,34.3.takano.9e.*,0
26,1.2,9,good.34.3.takano.9e.*.02,good.34.3.takano.9e.*,1
26,1.2,10,32.1.martin.2c.*.02,32.1.martin.2c.*,0
26,1.2,10,good.32.1.martin.2c.*.02,good.32.1.martin.2c.*,1
26,1.2,11,34.1.basilico.96a.??.02,34.1.basilico.96a.??,0
26,1.2,11,good.34.1.basilico.96a.??.02,good.34.1.basilico.96a.??,1
26,1.2,12,34.1.phillips.3e.*.02,34.1.phillips.3e.*,0
26,1.2,12,good.34.1.phillips.3e.*.02,good.34.1.phillips.3e.*,1
26,1.2,13,41.3.Vicente.4a3.*.02,41.3.Vicente.4a3.*,0
26,1.2,13,good.41.3.Vicente.4a3.*.02,good.41.3.Vicente.4a3.*,1
26,1.2,14,41.3.Vicente.5a.*.02,41.3.Vicente.5a.*,0
26,1.2,14,good.41.3.Vicente.5a.*.02,good.41.3.Vicente.5a.*,1
26,1.2,15,34.2.caponigro.13b.*.02,34.2.caponigro.13b.*,0
26,1.2,15,good.34.2.caponigro.13b.*.02,good.34.2.caponigro.13b.*,1
